size: 5120.000000 MiB, n (=11)  % 16 != 0.....
size: 25600.000000 MiB, n (=57)  % 16 != 0.....
size: 46080.000000 MiB, n (=102)  % 16 != 0.....
size: 66560.000000 MiB, n (=148)  % 16 != 0.....
size: 87040.000000 MiB, n (=194)  % 16 != 0.....
Thread 0: 0.000000 s, 21.453766 GiB/s 
Thread 1: 0.000000 s, 16.639155 GiB/s 
Thread 2: 0.000000 s, 21.382144 GiB/s 
Thread 3: 0.000000 s, 21.203655 GiB/s 
Thread 4: 0.000000 s, 21.276295 GiB/s 
Thread 5: 0.000000 s, 21.442541 GiB/s 
Thread 6: 0.000000 s, 21.327462 GiB/s 
Thread 7: 0.000000 s, 21.325721 GiB/s 
Thread 8: 0.000000 s, 21.424692 GiB/s 
Thread 9: 0.000000 s, 21.303816 GiB/s 
Thread 10: 0.000000 s, 21.256856 GiB/s 
Thread 11: 0.000000 s, 21.299556 GiB/s 
Thread 12: 0.000000 s, 21.352129 GiB/s 
Thread 13: 0.000000 s, 21.330720 GiB/s 
Thread 14: 0.000000 s, 21.336297 GiB/s 
Thread 15: 0.000000 s, 21.303934 GiB/s 
Thread 16: 0.000000 s, 21.322796 GiB/s 
Thread 17: 0.000000 s, 21.332705 GiB/s 
Thread 18: 0.000000 s, 21.360265 GiB/s 
Thread 19: 0.000000 s, 21.338638 GiB/s 
Thread 20: 0.000000 s, 21.372153 GiB/s 
Thread 21: 0.000000 s, 21.325615 GiB/s 
Thread 22: 0.000000 s, 21.343323 GiB/s 
Thread 23: 0.000000 s, 21.247282 GiB/s 
Thread 24: 0.000000 s, 21.407612 GiB/s 
Thread 25: 0.000000 s, 21.287005 GiB/s 
Thread 26: 0.000000 s, 21.461308 GiB/s 
Thread 27: 0.000000 s, 21.402165 GiB/s 
Executable:./../bin/adapt_membench_jacobi_1d_3pt_unrolled16,wss:107520,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):240.000000,AvgTestRunTime(s):0.000000,CumulativeMemoryBandwidth(GiB/s):463.167181,TotalRunTime(s):0.002162,WSS(MiB):0.102539,
size: 128000.000000 MiB, n (=285)  % 16 != 0.....
size: 148480.000000 MiB, n (=331)  % 16 != 0.....
size: 168960.000000 MiB, n (=377)  % 16 != 0.....
size: 189440.000000 MiB, n (=422)  % 16 != 0.....
size: 209920.000000 MiB, n (=468)  % 16 != 0.....
size: 230400.000000 MiB, n (=514)  % 16 != 0.....
Thread 0: 0.000000 s, 21.063312 GiB/s 
Thread 1: 0.000000 s, 21.075953 GiB/s 
Thread 2: 0.000000 s, 21.220350 GiB/s 
Thread 3: 0.000000 s, 21.100281 GiB/s 
Thread 4: 0.000000 s, 21.198308 GiB/s 
Thread 5: 0.000000 s, 21.069077 GiB/s 
Thread 6: 0.000000 s, 21.250061 GiB/s 
Thread 7: 0.000000 s, 21.149244 GiB/s 
Thread 8: 0.000000 s, 21.110256 GiB/s 
Thread 9: 0.000000 s, 21.161612 GiB/s 
Thread 10: 0.000000 s, 21.109328 GiB/s 
Thread 11: 0.000000 s, 21.109395 GiB/s 
Thread 12: 0.000000 s, 21.195389 GiB/s 
Thread 13: 0.000000 s, 21.028429 GiB/s 
Thread 14: 0.000000 s, 21.127142 GiB/s 
Thread 15: 0.000000 s, 21.118757 GiB/s 
Thread 16: 0.000000 s, 21.082636 GiB/s 
Thread 17: 0.000000 s, 21.048593 GiB/s 
Thread 18: 0.000000 s, 21.158674 GiB/s 
Thread 19: 0.000000 s, 21.122535 GiB/s 
Thread 20: 0.000000 s, 21.132482 GiB/s 
Thread 21: 0.000000 s, 21.102341 GiB/s 
Thread 22: 0.000000 s, 21.158806 GiB/s 
Thread 23: 0.000000 s, 21.106899 GiB/s 
Thread 24: 0.000000 s, 22.253143 GiB/s 
Thread 25: 0.000000 s, 21.058388 GiB/s 
Thread 26: 0.000000 s, 21.133047 GiB/s 
Thread 27: 0.000000 s, 21.151855 GiB/s 
Executable:./../bin/adapt_membench_jacobi_1d_3pt_unrolled16,wss:250880,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):560.000000,AvgTestRunTime(s):0.000001,CumulativeMemoryBandwidth(GiB/s):215.882806,TotalRunTime(s):0.010823,WSS(MiB):0.239258,
size: 271360.000000 MiB, n (=605)  % 16 != 0.....
size: 291840.000000 MiB, n (=651)  % 16 != 0.....
size: 312320.000000 MiB, n (=697)  % 16 != 0.....
size: 332800.000000 MiB, n (=742)  % 16 != 0.....
size: 353280.000000 MiB, n (=788)  % 16 != 0.....
size: 373760.000000 MiB, n (=834)  % 16 != 0.....
Thread 0: 0.000001 s, 21.345072 GiB/s 
Thread 1: 0.000001 s, 21.439591 GiB/s 
Thread 2: 0.000001 s, 21.408977 GiB/s 
Thread 3: 0.000001 s, 21.402528 GiB/s 
Thread 4: 0.000001 s, 21.426100 GiB/s 
Thread 5: 0.000001 s, 21.439292 GiB/s 
Thread 6: 0.000001 s, 21.441256 GiB/s 
Thread 7: 0.000001 s, 21.409218 GiB/s 
Thread 8: 0.000001 s, 21.390178 GiB/s 
Thread 9: 0.000001 s, 21.405650 GiB/s 
Thread 10: 0.000001 s, 21.405073 GiB/s 
Thread 11: 0.000001 s, 21.395713 GiB/s 
Thread 12: 0.000001 s, 21.420259 GiB/s 
Thread 13: 0.000001 s, 21.447876 GiB/s 
Thread 14: 0.000001 s, 21.405384 GiB/s 
Thread 15: 0.000001 s, 21.408432 GiB/s 
Thread 16: 0.000001 s, 21.371384 GiB/s 
Thread 17: 0.000001 s, 21.464915 GiB/s 
Thread 18: 0.000001 s, 21.411682 GiB/s 
Thread 19: 0.000001 s, 21.408900 GiB/s 
Thread 20: 0.000001 s, 21.411718 GiB/s 
Thread 21: 0.000001 s, 21.391723 GiB/s 
Thread 22: 0.000001 s, 21.392516 GiB/s 
Thread 23: 0.000001 s, 21.436745 GiB/s 
Thread 24: 0.000001 s, 21.374994 GiB/s 
Thread 25: 0.000001 s, 21.358191 GiB/s 
Thread 26: 0.000001 s, 21.404415 GiB/s 
Thread 27: 0.000001 s, 21.454674 GiB/s 
Executable:./../bin/adapt_membench_jacobi_1d_3pt_unrolled16,wss:394240,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):880.000000,AvgTestRunTime(s):0.000001,CumulativeMemoryBandwidth(GiB/s):591.897917,TotalRunTime(s):0.006203,WSS(MiB):0.375977,
size: 414720.000000 MiB, n (=925)  % 16 != 0.....
size: 435200.000000 MiB, n (=971)  % 16 != 0.....
size: 455680.000000 MiB, n (=1017)  % 16 != 0.....
size: 476160.000000 MiB, n (=1062)  % 16 != 0.....
size: 496640.000000 MiB, n (=1108)  % 16 != 0.....
size: 517120.000000 MiB, n (=1154)  % 16 != 0.....
Thread 0: 0.000001 s, 21.262463 GiB/s 
Thread 1: 0.000001 s, 21.280877 GiB/s 
Thread 2: 0.000001 s, 21.322233 GiB/s 
Thread 3: 0.000001 s, 21.253492 GiB/s 
Thread 4: 0.000001 s, 21.276016 GiB/s 
Thread 5: 0.000001 s, 21.258712 GiB/s 
Thread 6: 0.000001 s, 21.320036 GiB/s 
Thread 7: 0.000001 s, 21.314218 GiB/s 
Thread 8: 0.000001 s, 21.208030 GiB/s 
Thread 9: 0.000001 s, 21.264559 GiB/s 
Thread 10: 0.000001 s, 21.280538 GiB/s 
Thread 11: 0.000001 s, 21.278325 GiB/s 
Thread 12: 0.000001 s, 21.307204 GiB/s 
Thread 13: 0.000001 s, 21.297791 GiB/s 
Thread 14: 0.000001 s, 21.311878 GiB/s 
Thread 15: 0.000001 s, 21.268422 GiB/s 
Thread 16: 0.000001 s, 21.288739 GiB/s 
Thread 17: 0.000001 s, 21.280200 GiB/s 
Thread 18: 0.000001 s, 21.283104 GiB/s 
