size: 5120.000000 MiB, n (=11)  % 8 != 0.....
size: 25600.000000 MiB, n (=57)  % 8 != 0.....
size: 46080.000000 MiB, n (=102)  % 8 != 0.....
size: 66560.000000 MiB, n (=148)  % 8 != 0.....
size: 87040.000000 MiB, n (=194)  % 8 != 0.....
Thread 0: 0.000000 s, 20.771117 GiB/s 
Thread 1: 0.000000 s, 20.874812 GiB/s 
Thread 2: 0.000000 s, 20.761369 GiB/s 
Thread 3: 0.000000 s, 20.793910 GiB/s 
Thread 4: 0.000000 s, 20.766315 GiB/s 
Thread 5: 0.000000 s, 20.848224 GiB/s 
Thread 6: 0.000000 s, 20.784552 GiB/s 
Thread 7: 0.000000 s, 20.844835 GiB/s 
Thread 8: 0.000000 s, 20.869645 GiB/s 
Thread 9: 0.000000 s, 20.812416 GiB/s 
Thread 10: 0.000000 s, 20.818159 GiB/s 
Thread 11: 0.000000 s, 20.774898 GiB/s 
Thread 12: 0.000000 s, 20.845276 GiB/s 
Thread 13: 0.000000 s, 20.758934 GiB/s 
Thread 14: 0.000000 s, 20.799632 GiB/s 
Thread 15: 0.000000 s, 20.814887 GiB/s 
Thread 16: 0.000000 s, 20.795414 GiB/s 
Thread 17: 0.000000 s, 20.850505 GiB/s 
Thread 18: 0.000000 s, 20.761234 GiB/s 
Thread 19: 0.000000 s, 20.836538 GiB/s 
Thread 20: 0.000000 s, 20.876906 GiB/s 
Thread 21: 0.000000 s, 20.765192 GiB/s 
Thread 22: 0.000000 s, 20.760499 GiB/s 
Thread 23: 0.000000 s, 20.805983 GiB/s 
Thread 24: 0.000000 s, 20.800105 GiB/s 
Thread 25: 0.000000 s, 20.793246 GiB/s 
Thread 26: 0.000000 s, 20.814052 GiB/s 
Thread 27: 0.000000 s, 20.750128 GiB/s 
Executable:./../bin/adapt_membench_jacobi_1d_3pt_unrolled08,wss:107520,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):240.000000,AvgTestRunTime(s):0.000000,CumulativeMemoryBandwidth(GiB/s):303.731559,TotalRunTime(s):0.003297,WSS(MiB):0.102539,
size: 128000.000000 MiB, n (=285)  % 8 != 0.....
size: 148480.000000 MiB, n (=331)  % 8 != 0.....
size: 168960.000000 MiB, n (=377)  % 8 != 0.....
size: 189440.000000 MiB, n (=422)  % 8 != 0.....
size: 209920.000000 MiB, n (=468)  % 8 != 0.....
size: 230400.000000 MiB, n (=514)  % 8 != 0.....
Thread 0: 0.000000 s, 21.118782 GiB/s 
Thread 1: 0.000000 s, 21.168129 GiB/s 
Thread 2: 0.000000 s, 21.112820 GiB/s 
Thread 3: 0.000000 s, 21.127865 GiB/s 
Thread 4: 0.000000 s, 21.122707 GiB/s 
Thread 5: 0.000000 s, 21.144106 GiB/s 
Thread 6: 0.000000 s, 21.120795 GiB/s 
Thread 7: 0.000000 s, 21.136537 GiB/s 
Thread 8: 0.000000 s, 21.112332 GiB/s 
Thread 9: 0.000000 s, 21.139868 GiB/s 
Thread 10: 0.000000 s, 21.153968 GiB/s 
Thread 11: 0.000000 s, 21.188232 GiB/s 
Thread 12: 0.000000 s, 21.174629 GiB/s 
Thread 13: 0.000000 s, 21.089769 GiB/s 
Thread 14: 0.000000 s, 21.182153 GiB/s 
Thread 15: 0.000000 s, 21.179747 GiB/s 
Thread 16: 0.000000 s, 21.192010 GiB/s 
Thread 17: 0.000000 s, 21.099426 GiB/s 
Thread 18: 0.000000 s, 21.104779 GiB/s 
Thread 19: 0.000000 s, 21.145042 GiB/s 
Thread 20: 0.000000 s, 21.105549 GiB/s 
Thread 21: 0.000000 s, 21.131672 GiB/s 
Thread 22: 0.000000 s, 21.156013 GiB/s 
Thread 23: 0.000000 s, 21.134044 GiB/s 
Thread 24: 0.000000 s, 21.131654 GiB/s 
Thread 25: 0.000000 s, 21.086637 GiB/s 
Thread 26: 0.000000 s, 21.137968 GiB/s 
Thread 27: 0.000000 s, 21.147390 GiB/s 
Executable:./../bin/adapt_membench_jacobi_1d_3pt_unrolled08,wss:250880,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):560.000000,AvgTestRunTime(s):0.000000,CumulativeMemoryBandwidth(GiB/s):583.263897,TotalRunTime(s):0.004006,WSS(MiB):0.239258,
size: 271360.000000 MiB, n (=605)  % 8 != 0.....
size: 291840.000000 MiB, n (=651)  % 8 != 0.....
size: 312320.000000 MiB, n (=697)  % 8 != 0.....
size: 332800.000000 MiB, n (=742)  % 8 != 0.....
size: 353280.000000 MiB, n (=788)  % 8 != 0.....
size: 373760.000000 MiB, n (=834)  % 8 != 0.....
Thread 0: 0.000001 s, 21.198932 GiB/s 
Thread 1: 0.000001 s, 21.252877 GiB/s 
Thread 2: 0.000001 s, 21.281476 GiB/s 
Thread 3: 0.000001 s, 21.203425 GiB/s 
Thread 4: 0.000001 s, 21.264925 GiB/s 
Thread 5: 0.000001 s, 21.269587 GiB/s 
Thread 6: 0.000001 s, 21.253162 GiB/s 
Thread 7: 0.000001 s, 21.253206 GiB/s 
Thread 8: 0.000001 s, 21.262465 GiB/s 
Thread 9: 0.000001 s, 21.251404 GiB/s 
Thread 10: 0.000001 s, 21.249494 GiB/s 
Thread 11: 0.000001 s, 21.216285 GiB/s 
Thread 12: 0.000001 s, 21.208615 GiB/s 
Thread 13: 0.000001 s, 21.241128 GiB/s 
Thread 14: 0.000001 s, 21.207459 GiB/s 
Thread 15: 0.000001 s, 21.259662 GiB/s 
Thread 16: 0.000001 s, 21.233861 GiB/s 
Thread 17: 0.000001 s, 21.251683 GiB/s 
Thread 18: 0.000001 s, 21.223332 GiB/s 
Thread 19: 0.000001 s, 21.246392 GiB/s 
Thread 20: 0.000001 s, 21.219972 GiB/s 
Thread 21: 0.000001 s, 21.259264 GiB/s 
Thread 22: 0.000001 s, 21.238704 GiB/s 
Thread 23: 0.000001 s, 21.205766 GiB/s 
Thread 24: 0.000001 s, 21.247872 GiB/s 
Thread 25: 0.000001 s, 21.222070 GiB/s 
Thread 26: 0.000001 s, 21.264676 GiB/s 
Thread 27: 0.000001 s, 21.243534 GiB/s 
Executable:./../bin/adapt_membench_jacobi_1d_3pt_unrolled08,wss:394240,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):880.000000,AvgTestRunTime(s):0.000001,CumulativeMemoryBandwidth(GiB/s):592.102734,TotalRunTime(s):0.006201,WSS(MiB):0.375977,
size: 414720.000000 MiB, n (=925)  % 8 != 0.....
size: 435200.000000 MiB, n (=971)  % 8 != 0.....
size: 455680.000000 MiB, n (=1017)  % 8 != 0.....
size: 476160.000000 MiB, n (=1062)  % 8 != 0.....
size: 496640.000000 MiB, n (=1108)  % 8 != 0.....
size: 517120.000000 MiB, n (=1154)  % 8 != 0.....
Thread 0: 0.000001 s, 21.221192 GiB/s 
Thread 1: 0.000001 s, 21.280217 GiB/s 
Thread 2: 0.000001 s, 21.295110 GiB/s 
Thread 3: 0.000001 s, 21.316247 GiB/s 
Thread 4: 0.000001 s, 21.098781 GiB/s 
Thread 5: 0.000001 s, 21.315984 GiB/s 
Thread 6: 0.000001 s, 21.274737 GiB/s 
Thread 7: 0.000001 s, 21.297302 GiB/s 
Thread 8: 0.000001 s, 21.274452 GiB/s 
Thread 9: 0.000001 s, 21.310096 GiB/s 
Thread 10: 0.000001 s, 21.289338 GiB/s 
Thread 11: 0.000001 s, 21.284128 GiB/s 
Thread 12: 0.000001 s, 21.288488 GiB/s 
Thread 13: 0.000001 s, 20.958404 GiB/s 
Thread 14: 0.000001 s, 20.997478 GiB/s 
Thread 15: 0.000001 s, 21.141089 GiB/s 
Thread 16: 0.000001 s, 21.184685 GiB/s 
Thread 17: 0.000001 s, 21.244831 GiB/s 
Thread 18: 0.000001 s, 21.296689 GiB/s 
Thread 19: 0.000001 s, 21.274340 GiB/s 
Thread 20: 0.000001 s, 21.305820 GiB/s 
Thread 21: 0.000001 s, 21.302786 GiB/s 
Thread 22: 0.000001 s, 21.268718 GiB/s 
Thread 23: 0.000001 s, 21.307006 GiB/s 
Thread 24: 0.000001 s, 21.296384 GiB/s 
Thread 25: 0.000001 s, 21.215028 GiB/s 
Thread 26: 0.000001 s, 21.247493 GiB/s 
Thread 27: 0.000001 s, 21.268980 GiB/s 
Executable:./../bin/adapt_membench_jacobi_1d_3pt_unrolled08,wss:537600,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):1200.000000,AvgTestRunTime(s):0.000001,CumulativeMemoryBandwidth(GiB/s):585.872112,TotalRunTime(s):0.008546,WSS(MiB):0.512695,
size: 558080.000000 MiB, n (=1245)  % 8 != 0.....
size: 578560.000000 MiB, n (=1291)  % 8 != 0.....
size: 599040.000000 MiB, n (=1337)  % 8 != 0.....
size: 619520.000000 MiB, n (=1382)  % 8 != 0.....
size: 640000.000000 MiB, n (=1428)  % 8 != 0.....
size: 660480.000000 MiB, n (=1474)  % 8 != 0.....
Thread 0: 0.000001 s, 20.193777 GiB/s 
Thread 1: 0.000001 s, 20.247399 GiB/s 
Thread 2: 0.000001 s, 20.223805 GiB/s 
Thread 3: 0.000001 s, 20.238527 GiB/s 
Thread 4: 0.000001 s, 20.230609 GiB/s 
Thread 5: 0.000001 s, 20.225188 GiB/s 
Thread 6: 0.000001 s, 20.222696 GiB/s 
Thread 7: 0.000001 s, 20.275443 GiB/s 
Thread 8: 0.000001 s, 20.256195 GiB/s 
Thread 9: 0.000001 s, 20.246168 GiB/s 
Thread 10: 0.000001 s, 20.227198 GiB/s 
Thread 11: 0.000001 s, 20.283044 GiB/s 
Thread 12: 0.000001 s, 20.198586 GiB/s 
Thread 13: 0.000001 s, 20.264815 GiB/s 
Thread 14: 0.000001 s, 20.219175 GiB/s 
Thread 15: 0.000001 s, 20.242083 GiB/s 
Thread 16: 0.000001 s, 20.237214 GiB/s 
Thread 17: 0.000001 s, 20.238586 GiB/s 
Thread 18: 0.000001 s, 20.205983 GiB/s 
Thread 19: 0.000001 s, 20.234547 GiB/s 
Thread 20: 0.000001 s, 20.253779 GiB/s 
Thread 21: 0.000001 s, 20.245164 GiB/s 
Thread 22: 0.000001 s, 20.245524 GiB/s 
Thread 23: 0.000001 s, 20.246509 GiB/s 
Thread 24: 0.000001 s, 20.254895 GiB/s 
Thread 25: 0.000001 s, 20.237187 GiB/s 
Thread 26: 0.000001 s, 20.201791 GiB/s 
Thread 27: 0.000001 s, 20.223788 GiB/s 
Executable:./../bin/adapt_membench_jacobi_1d_3pt_unrolled08,wss:680960,num_threads:28,ntimes:10000,
NumberOfThreads:28,n(elements):1520.000000,AvgTestRunTime(s):0.000001,CumulativeMemoryBandwidth(GiB/s):563.726529,TotalRunTime(s):0.011250,WSS(MiB):0.649414,
size: 701440.000000 MiB, n (=1565)  % 8 != 0.....
size: 721920.000000 MiB, n (=1611)  % 8 != 0.....
size: 742400.000000 MiB, n (=1657)  % 8 != 0.....
size: 762880.000000 MiB, n (=1702)  % 8 != 0.....
size: 783360.000000 MiB, n (=1748)  % 8 != 0.....
size: 803840.000000 MiB, n (=1794)  % 8 != 0.....
Thread 0: 0.000001 s, 21.297245 GiB/s 
Thread 1: 0.000001 s, 21.339689 GiB/s 
Thread 2: 0.000001 s, 21.318821 GiB/s 
Thread 3: 0.000001 s, 21.327994 GiB/s 
Thread 4: 0.000001 s, 21.330088 GiB/s 
Thread 5: 0.000001 s, 21.352766 GiB/s 
Thread 6: 0.000001 s, 21.352514 GiB/s 
Thread 7: 0.000001 s, 21.215001 GiB/s 
Thread 8: 0.000001 s, 21.267352 GiB/s 
Thread 9: 0.000001 s, 21.271855 GiB/s 
Thread 10: 0.000001 s, 21.432047 GiB/s 
Thread 11: 0.000001 s, 21.308329 GiB/s 
Thread 12: 0.000001 s, 21.333070 GiB/s 
Thread 13: 0.000001 s, 21.334370 GiB/s 
Thread 14: 0.000001 s, 21.289124 GiB/s 
Thread 15: 0.000001 s, 21.308804 GiB/s 
